name,location_city,location_neighborhood,location_coordinates,categories_0,bio_summary,bio_url,bio_birthdate,bio_deathdate,bio_yearsActiveStart,bio_yearsActiveEnd,youtube_clipExampleUrl,categories_1,categories_2
Poison Clan,Miami,,"-80.232722, 25.759119",group,"Poison Clan was a Southern hip-hop group signed to Luke Records from 1990 to 1995, the group had various line-ups and members were JT Money, Thomas Brooks of Marianna Fl, Debonaire, Drugz, Uzi, Madball and Big Ram. Thomas Brooks played an important role in the development of the Dirty South movement that developed late in the decade.",https://en.wikipedia.org/wiki/Poison_Clan,,,1990,1995.0,https://www.youtube.com/embed/nIy5nXbGZLo,,
Alpha 5.20,Épinay-sur-Seine,Orgemont,"2.295619, 48.955525",rapper,"Alpha 5.20 is an French rapper, from Épinay-sur-Seine, Seine-Saint-Denis. He is the leader of the Ghetto Fabulous Gang.",https://fr.wikipedia.org/wiki/Ghetto_Fabulous_Gang,,,2001,,https://www.youtube.com/embed/fBkbkgMAac0,,
Trina,Miami,Liberty City,"-80.224095, 25.831001",rapper,"Katrina Laverne Taylor (born December 3, 1978), better known by her stage name Trina, is an American rapper. Trina first gained notoriety in 1998 with her appearance on Trick Daddy's second studio album www.thug.com on the single ""Nann Nigga"".",https://en.wikipedia.org/wiki/Trina,1978-12-03T00:00:00.000Z,,1998,,https://www.youtube.com/embed/grmJsiGf5Bk,,
Ace Hood,Deerfield Beach,,"-80.117266, 26.295358",rapper,"Antoine McColister (born May 11, 1988), better known by his stage name Ace Hood, is an American rapper. He was born in Port St. Lucie, Florida and raised in Deerfield Beach, Florida. He is signed to DJ Khaled's label We the Best Music Group and was formerly signed to Def Jam Recordings and Cash Money Records.",https://en.wikipedia.org/wiki/Ace_Hood,1988-05-11T00:00:00.000Z,,2006,,https://www.youtube.com/embed/r_dh16HQkqQ,,
Dj Khaled,Miami,,"-80.274584, 25.932657",producer / dj,"Khaled Mohamed Khaled (born November 26, 1975), known professionally as DJ Khaled, is an American record producer, radio personality, DJ, record label executive, and author.",https://en.wikipedia.org/wiki/DJ_Khaled,1975-11-26T00:00:00.000Z,,1998,,https://www.youtube.com/embed/-p0bNOxBhgc,rapper,
Luke,Miami,,"-80.139490, 25.812905",producer / dj,"Luther Roderick Campbell (born December 22, 1959), also known as Luke Skyywalker and simply Luke, rapper, promoter, and actor. He is best known as a one-time member and leader of rap group 2 Live Crew, and star of his own short-lived show on VH1, Luke's Parental Advisory.",https://en.wikipedia.org/wiki/Luther_Campbell,1959-12-22T00:00:00.000Z,,1981,2010.0,https://www.youtube.com/embed/fvNDimHIfws,rapper,
Raider Klan,Miami,Carol City,"-80.270063, 25.947376",group,"Raider Klan (RVIDXR KLVN) was formed and led by Spaceghostpurrp, based out of Carol City, Florida. Early 2008, Raider Klan Records was officially formed with members Dough Dough Da Don, Kadafi, Muney Junior and Jitt. Jitt suffered a tragic death in 2010, making Spaceghostpurrp become more active.",,,,2008,,https://www.youtube.com/embed/SrQmO233jjI,,
GLC,Chicago,,"-87.625539, 41.853561",rapper,"Leonard D. Harris (born December 1, 1974), better known by his stage name GLC, is an American rapper from Chicago, Illinois.",https://en.wikipedia.org/wiki/GLC_(rapper),1974-12-01T00:00:00.000Z,,2003,,https://www.youtube.com/embed/9RLOmICvDKU,,
Proof,Detroit,,"-82.986971, 42.443729",rapper,"eShaun Dupree Holton (October 2, 1973 %u2013 April 11, 2006), better known by his stage name Proof, was an American rapper and actor from Detroit, Michigan. He was a member of the groups D12. He was a close childhood friend of rapper Eminem. In 2006, Proof was shot and killed during an altercation at the CCC nightclub in Detroit.",https://en.wikipedia.org/wiki/Proof_(rapper),1973-10-02T00:00:00.000Z,2006-04-11T00:00:00.000Z,1992,2006.0,https://www.youtube.com/embed/U4MfApWb69g,,
Vic Mensa,Chicago,Hyde Park,"-87.592528, 41.799292",rapper,"Victor Kwesi Mensah[3] (born June 6, 1993), better known by his stage name Vic Mensa, is a Grammy-nominated American rapper from Chicago, Illinois. He is currently signed to Roc Nation and was a member of the group Kids These Days.",https://en.wikipedia.org/wiki/Vic_Mensa,1993-06-06T00:00:00.000Z,,2009,,https://www.youtube.com/embed/KPWXOAYlgOc,,
Bones,Howell,,"-83.932985, 42.606339",rapper,"Elmo Kennedy O'Connor, known professionally as Bones, is an American rapper. He's a native of Muir, California, but grow up in Howell, Michigan. He is notable for the frenetic pace at which he releases new music, including over 40 mixtapes.
",https://en.wikipedia.org/wiki/Bones_(rapper),,,2010,,https://www.youtube.com/embed/0IYght7FGdg,,
OJ Da Juiceman,Atlanta,Sun Valley Appartements,"-84.327938, 33.715384",rapper,"Otis Williams, Jr. (born November 23, 1981), better known by his stage name OJ Da Juiceman, is an American rapper, actor and songwriter. OJ da Juiceman is founder of vanity label 32 Entertainment.",https://en.wikipedia.org/wiki/OJ_da_Juiceman,1981-11-23T00:00:00.000Z,,2003,,https://www.youtube.com/embed/qEn0dBVW18I,,
Rich Homie Quan,Atlanta,,"-84.3258, 33.7053",rapper,"Dequantes Devontay Lamar (born October 4, 1989) better known by his stage name Rich Homie Quan, is an American hip hop recording artist from Atlanta, Georgia.",https://en.wikipedia.org/wiki/Rich_Homie_Quan,1989-10-04T00:00:00.000Z,,2012,,https://www.youtube.com/embed/bWMw4vE3J8s,,
Riff Raff,Houston,Copperfield,"-95.677290, 29.880280",rapper,"Horst Christian Simco (born January 29, 1982), better known by the stage name Riff Raff, is an American rapper from Houston, Texas.",https://en.wikipedia.org/wiki/Riff_Raff_(rapper),1982-01-29T00:00:00.000Z,,2005,,https://www.youtube.com/embed/JxLS-cpgbe0,,
Waka Flocka Flame,Atlanta,Riverdale,"-84.413303, 33.562576",rapper,"Juaquin James Malphurs (born May 31, 1986), better known as Waka Flocka Flame or simply Waka Flocka, is an American rapper from Riverdale, Georgia.",https://en.wikipedia.org/wiki/Waka_Flocka_Flame,1986-05-31T00:00:00.000Z,,2009,,https://www.youtube.com/embed/odAUGyNMZsk,,
Necro,Brooklyn,Glenwood Houses,"-73.919377, 40.636075",rapper,"Ron Braunstein (born June 7, 1976), better known by his stage-name Necro, is an American rapper from Brooklyn. He is the owner of Psycho+Logical-Records founded November, 1999.",https://en.wikipedia.org/wiki/Necro_(rapper),1976-06-07T00:00:00.000Z,,2000,,https://www.youtube.com/embed/5n1ETxqcsNY,,
Jedi Mind Tricks,Philadelphia,Clifton Heights,"-75.293330, 39.930133",group,"Jedi Mind Tricks (JMT) is an underground hip hop duo from Philadelphia, Pennsylvania, founded by two high school friends, rapper Vinnie Paz (Vincenzo Luvineri) and producer Stoupe the Enemy of Mankind (Kevin Baldwin). ",https://en.wikipedia.org/wiki/Jedi_Mind_Tricks,,,1993,,https://www.youtube.com/embed/JtaRC9vHSgY,,
Chino XL,New York,Bronx,"-73.914407, 40.832285",rapper,"Derek Keith Barbosa (born April 8, 1974), better known by his stage name Chino XL, is an American rapper and actor, known for his ""technically"" accomplished style.",https://en.wikipedia.org/wiki/Chino_XL,1974-04-08T00:00:00.000Z,,1992,,https://www.youtube.com/embed/AOU5LOYvibQ,,
Kool Moe Dee,New York,Harlem,"-73.955721, 40.811703",rapper,"Mohandas Dewese (born August 8, 1962), better known by his stage name Kool Moe Dee, is an American hip hop MC prominent in the late 1970s through the early 1990s. He was one of the first rappers to earn a Grammy Award and was the first rapper to perform at the Grammys.",https://en.wikipedia.org/wiki/Kool_Moe_Dee,1962-08-08T00:00:00.000Z,,1980,,https://www.youtube.com/embed/kzD18q0-Tq0,,
Kris Kross,Atlanta,,"-84.387607, 33.757016",group,"Kris Kross was an American hip hop duo formed in the early 1990s and consisting of Chris ""Mac Daddy"" Kelly and Chris ""Daddy Mac"" Smith. The duo hit worldwide status with their 1992 smash hit, ""Jump"".",https://en.wikipedia.org/wiki/Kris_Kross,,,1991,2001.0,https://www.youtube.com/embed/010KyIQjkTk,,
Kool G Rap,Queens,LeFrak City,"-73.860869, 40.736308",rapper,"Nathaniel Thomas Wilson (born July 20, 1968), better known by his stage name Kool G Rap, is an American rapper from LeFrak City, Queens. He began his career in the mid-1980s as one half of the group Kool G Rap & DJ Polo and as a member of the Juice Crew.",https://en.wikipedia.org/wiki/Kool_G_Rap,1968-07-20T00:00:00.000Z,,1986,,https://www.youtube.com/embed/j6VmV3D-7D4,,
Masta Ace,Brooklyn,Brownsville,"-73.914589, 40.658914",rapper,"Duval Clear (born December 4, 1966), known better by his stage name Masta Ace, is an American rapper and record producer from Brownsville, Brooklyn.",https://en.wikipedia.org/wiki/Masta_Ace,1966-12-04T00:00:00.000Z,,1988,,https://www.youtube.com/embed/dV6U0Mud3pU,,
Naughty by Nature,East Orange,,"-74.213997, 40.757701",group,"Naughty by Nature is a Grammy Award-winning American hip hop trio from East Orange, New Jersey consisting of Treach (Anthony Criss, born December 2, 1970), Vin Rock (Vincent Brown, born September 17, 1970), and DJ Kay Gee (born Keir Lamont Gist, September 15, 1969).",https://en.wikipedia.org/wiki/Naughty_by_Nature,,,1988,2002.0,https://www.youtube.com/embed/6xGuGSDsDrM,,
"Royce da 5'9""",Detroit,Oak Park,"-83.180213, 42.464894",rapper,"Ryan Daniel Montgomery (born July 5, 1977), better known by his stage name Royce da 5%u20329%u2033, is an American rapper from Detroit, Michigan. He is best known for his longtime association with Eminem as well as his solo career.",https://en.wikipedia.org/wiki/Royce_da_5'9%22,1977-07-05T00:00:00.000Z,,1995,,https://www.youtube.com/embed/2YGAIpDuy6s,,
Sniper,Deuil-la-Barre,,"2.325747, 48.970734",group,"Sniper is a French hip hop band from the Val-d'Oise department consisting of Tunisiano (Bachir Baccour) and Aketo (Ryad Selmi). Blacko, also known as Afrikaf (Karl Appela), was a member of the group until his departure in July 2007.",https://en.wikipedia.org/wiki/Sniper_(group),,,1997,,https://www.youtube.com/embed/1MI6ADAb-ms,,
Starflam,Liege,,"5.554746, 50.610088",group,"Starflam is a Belgian hip hop group from Liège, Belgium. The group members are DJ Mig One, Fred'alabas, Seg and Balo,  Akro and Mista R.",https://en.wikipedia.org/wiki/Starflam,,,1996,,https://www.youtube.com/embed/iSPtKaX3PHM,,
Veence Hanao,Bruxelles,,"4.411452, 50.836837",producer / dj,"Veence Hanao is a rapper/singer, producer, songwriter from Bruxelles, Belgium. ",,,,2006,,https://www.youtube.com/embed/3rTI3J__EoE,rapper,singer
Graig David,Southampton,Holyrood Estate,"-1.3995, 50.9005",rapper,"Craig Ashley David (born 5 May 1981) is a British singer, songwriter, rapper and singer who rose to fame in 1999, featuring on the single, ""Re-Rewind"" by Artful Dodger.",https://en.wikipedia.org/wiki/Craig_David,1981-05-05T00:00:00.000Z,,1999,,https://www.youtube.com/embed/ABuWphlnZ1A?list=PLhdKU2BgHUdBp0mZ3bn7OyI3F5ROzS3Za,singer,
Big Pun,New York,South Bronx,"-73.922010, 40.823268",rapper,"Christopher Lee Rios[1] (November 10, 1971 %u2013 February 7, 2000), known has Big Pun (short for Big Punisher), was an American rapper from The Bronx, New York City, he was the first Latino rapper to have an album certified platinum as a solo act.",https://en.wikipedia.org/wiki/Big_Pun,1971-11-10T00:00:00.000Z,2000-02-07T00:00:00.000Z,1992,2000.0,https://www.youtube.com/embed/LDcC8Jp1OL4,,
Kurupt,Los Angeles,Hawthorne,"-118.339833, 33.897352",rapper,"Ricardo Emmanuel Brown (born November 23, 1972), better known by his stage name Kurupt, is an American rapper, actor and former Executive Vice President of Death Row Records.",https://en.wikipedia.org/wiki/Kurupt,1972-11-23T00:00:00.000Z,,1991,,https://www.youtube.com/embed/oU5EUAh8q34,,
Foxy Brown,New York,Brooklyn,"-73.977063, 40.672404",rapper,"Inga DeCarlo Fung Marchand (born September 6, 1978), better known by her stage name Foxy Brown, is an American rapper, model, and actress.",https://en.wikipedia.org/wiki/Foxy_Brown_(rapper),1978-09-06T00:00:00.000Z,,1994,,https://www.youtube.com/embed/d1oCsn39kKk,,
Blackalicious,Sacramento,,"-121.535965, 38.504414",group,"Blackalicious is an American hip-hop duo from Sacramento, California, made up of rapper Gift of Gab and DJ/producer Chief Xcel. They are noted for Gift of Gab's often tongue-twisting, multisyllabic, rhymes and Chief Xcel's deemed ""classic"" beats.",https://en.wikipedia.org/wiki/Blackalicious,,,1994,,https://www.youtube.com/embed/MYwndYSA6-U,,
Benny B,Bruxelles,Molenbeek-Saint-Jean,"4.329316, 50.854403",rapper,"Benny B was a hip-hop group formed by Benny B, Daddy K and Perfect. Their singles ""Vous êtes fous!"" and ""Qu'est-ce qu'on fait maintenant ?""",https://en.wikipedia.org/wiki/Benny_B,1968-12-11T00:00:00.000Z,,1990,1992.0,https://www.youtube.com/embed/_YPeckUBzoM,singer,
T-Pain,Tallahassee,,"-84.295997, 30.433084",singer,"Faheem Rashad Najm (born September 30, 1985), better known by his stage name T-Pain, is an American rapper, singer, songwriter and record producer from Tallahassee, Florida.",https://en.wikipedia.org/wiki/T-Pain,1985-10-30T00:00:00.000Z,,2004,,https://www.youtube.com/embed/kWBE0sQC5L8,,
Soulja Boy,Batesville,,"-89.941856, 34.307097",rapper,"DeAndre Cortez Way (born July 28, 1990), known professionally as Soulja Boy is an American rapper. In September 2007, his debut single ""Crank That (Soulja Boy)""  initially self-published to the internet peaked at number one on the U.S. Billboard Hot 100.",https://en.wikipedia.org/wiki/Soulja_Boy,1990-07-28T00:00:00.000Z,,2007,,https://www.youtube.com/embed/8UFIYGkROII,,
Keith Murray,New York,Long Island,"-73.199804, 40.785627",rapper,"Keith Murray (born September 13, 1974) is an American rapper and a member of the hip hop trio Def Squad, which includes fellow rappers Redman and Erick Sermon.",https://en.wikipedia.org/wiki/Keith_Murray_(rapper),1974-10-13T00:00:00.000Z,,1990,,https://www.youtube.com/embed/EQcSoE1bt_A,,
A$AP Ferg,Harlem,Hamilton Heights,"-73.949062, 40.825389",rapper,"Darold D. Brown Ferguson, Jr. (born October 20, 1988), better known by his stage name A$AP Ferg, is an American rapper from Harlem, New York. Aside from his solo career, he is a member of the hip hop collective A$AP Mob.",https://en.wikipedia.org/wiki/ASAP_Ferg,1988-10-20T00:00:00.000Z,,2007,,https://www.youtube.com/embed/WjlkvM7mz1U,,
Big L,New York,Harlem,"-73.939898, 40.816705",rapper,"Lamont Coleman (May 30, 1974 %u2013 February 15, 1999), best known by his stage name Big L, was an American hip hop recording artist from Harlem New York.",https://en.wikipedia.org/wiki/Big_L,1974-05-30T00:00:00.000Z,1999-02-15T00:00:00.000Z,1990,1999.0,https://www.youtube.com/embed/WWMjRMJ0dTI,,
Action Bronson,Queens,Flushing,"-73.827754, 40.759185",rapper,"Arian Asllani (born December 2, 1983), better known by the stage name Action Bronson, is an American rapper and former chef.",https://en.wikipedia.org/wiki/Action_Bronson,1983-12-02T00:00:00.000Z,,2008,,https://www.youtube.com/embed/58RSC7HO9aU,,
Black Moon,New York,Brooklyn,"-73.917474, 40.695718",group,"Black Moon is an American hip hop group, composed of members Buckshot, 5ft and DJ Evil Dee (of Da Beatminerz). The group was most notable for their debut album Enta da Stage, and their affiliation with the Boot Camp Clik.",https://en.wikipedia.org/wiki/Black_Moon_(group),,,1992,2006.0,https://www.youtube.com/embed/prG2xT9CWgQ?list=RDprG2xT9CWgQ,,
Das EFX,New York,,"-74.002303, 40.718310",group,"Das EFX is an American hip hop duo. It consists of Dray and Skoob. Skoob hails from Brooklyn, New York City while Dray hails from Teaneck, New Jersey, but the two met at Virginia State University.",https://en.wikipedia.org/wiki/Das_EFX,,,1988,,https://www.youtube.com/embed/QbulmeDErOk,,
8Ball & MJG,Memphis,Orange Mound,"-89.976586, 35.106329",group,"8Ball & MJG is an American hip hop duo from Orange Mound, Memphis, Tennessee. The two rappers met at Ridgeway Middle School (Memphis, Tennessee) in 1984.",https://en.wikipedia.org/wiki/8Ball_%26_MJG,,,1991,,https://www.youtube.com/embed/I7zw5XnSc-w,,
The-Dream,Atlanta,,"-84.396917, 33.765124",singer,"Terius Youngdell Nash (born September 20, 1977), better known by his stage name The-Dream, is an American Rapper singer, songwriter and record producer.",https://en.wikipedia.org/wiki/The-Dream,1977-09-20T00:00:00.000Z,,2001,,https://www.youtube.com/embed/AGcQgUnxY14,,
Timbaland,Norfolk,,"-76.289912, 36.862086",producer / dj,"Timothy Zachery ""Tim"" Mosley (born March 10, 1972), known professionally as Timbaland, is an American record producer, singer, songwriter, rapper and DJ.",https://en.wikipedia.org/wiki/Timbaland,1972-03-10T00:00:00.000Z,,1994,,https://www.youtube.com/embed/Q23ZT5VqtdQ,rapper,singer
Ja Rule,Queens,Hollis,"-73.764776, 40.711498",rapper,"Jeffrey Bernard Atkins (born February 29, 1976), better known by his stage name Ja Rule, is an American rapper, singer, songwriter and actor from Queens, New York.",https://en.wikipedia.org/wiki/Ja_Rule,1976-02-29T00:00:00.000Z,,1993,,https://www.youtube.com/embed/IeLx00bjVKc,singer,
Fat Joe,Bronx,Forest House Projects,"-73.903587, 40.824931",rapper,"Joseph Antonio Cartagena (born August 19, 1970), better known by his stage name Fat Joe, is an American rapper. He is also the CEO of Terror Squad Entertainment, and member of musical groups D.I.T.C. and Terror Squad.",https://en.wikipedia.org/wiki/Fat_Joe,1970-08-19T00:00:00.000Z,,1992,,https://www.youtube.com/embed/KsUCWtxvBis,,
Madlib,Oxnard,,"-119.185590, 34.190963",producer / dj,"Otis Jackson Jr. (born October 24, 1973), known professionally as Madlib, is an American DJ, music producer, multi-instrumentalist, and rapper.",https://en.wikipedia.org/wiki/Madlib,1973-10-24T00:00:00.000Z,,1993,,https://www.youtube.com/embed/apN0AXjJxQE,rapper,
EPMD,New York,Brentwood,"-73.249082, 40.783719",group,"EPMD is an American hip hop group from Brentwood, New York. Form by Erick Sermon (""E"" a.k.a. E Double) and Parrish Smith (""PMD"" a.k.a. Parrish Mic Doc). ",https://en.wikipedia.org/wiki/EPMD,,,1986,1999.0,https://www.youtube.com/embed/JUGisre9xNU,,
Dej Loaf,Detroit,Eastside,"-82.980146, 42.376697",rapper,"Deja Trimble (born April 8, 1991), better known by her stage name Dej Loaf (stylized as DeJ Loaf), is an American rapper, singer and songwriter from Detroit, Michigan.",https://en.wikipedia.org/wiki/Dej_Loaf,1991-04-08T00:00:00.000Z,,2011,,https://www.youtube.com/embed/3Hn9hLOljJI,singer,
